Player ID,Player,From,To,Pos,Ht,Wt,Birth Date,College
dougljo01,John Douglas,1982,1983,G,6-2,170,"June 12, 1956","University of Kansas"
douglle01,Leon Douglas,1977,1983,C-F,6-10,230,"August 26, 1954","University of Alabama"
douglsh01,Sherman Douglas,1990,2001,G,6-0,180,"September 15, 1966","Syracuse University"
douglto01,Toney Douglas,2010,2014,G,6-2,190,"March 16, 1986","Florida State University"
douglch01,Chris Douglas-Roberts,2009,2014,G,6-7,200,"January 8, 1987","University of Memphis"
doveso01,Sonny Dove,1968,1972,F,6-7,198,"August 16, 1945","St. John's University"
doverje01,Jerry Dover,1972,1972,G,5-7,155,"October 16, 1949","LeMoyne-Owen College"
dowdeza01,Zabian Dowdell,2011,2011,G,6-3,191,"September 10, 1984","Virginia Polytechnic Institute and State University"
downebi01,Bill Downey,1948,1948,C,6-6,210,"November 11, 1923","Marquette University"
downist01,Steve Downing,1974,1975,C,6-8,225,"September 9, 1950","Indiana University"
doyleda01,Danny Doyle,1963,1963,F,6-8,200,"February 6, 1940","Belmont Abbey College"
doziete01,Terry Dozier,1990,1990,F,6-9,210,"June 29, 1966","University of South Carolina"
dragigo01,Goran Dragic,2009,2014,G,6-4,180,"May 6, 1986",""
dreilgr01,Greg Dreiling,1987,1997,C,7-1,250,"November 7, 1962","University of Kansas"
drewbr01,Bryce Drew,1999,2004,G,6-2,185,"September 21, 1974","Valparaiso University"
drewjo01,John Drew,1975,1985,F-G,6-6,205,"September 30, 1954","Gardner-Webb University"
drewla01,Larry Drew,1981,1991,G,6-1,170,"April 2, 1958","University of Missouri"
drexlcl01,Clyde Drexler,1984,1998,G-F,6-7,210,"June 22, 1962","University of Houston"
driggna01,Nate Driggers,1997,1997,G,6-5,215,"October 12, 1973","University of Montevallo"
driscte01,Terry Driscoll,1971,1975,F,6-7,215,"August 28, 1947","Boston College"
drobnpr01,Predrag Drobnjak,2002,2005,C,6-11,270,"October 27, 1975",""
drollra01,Ralph Drollinger,1981,1981,C,7-2,250,"April 20, 1954","University of California, Los Angeles"
drumman01,Andre Drummond,2013,2014,C,6-10,270,"August 10, 1993","University of Connecticut"
duckedi01,Dick Duckett,1958,1958,G,6-1,185,"March 25, 1933","St. John's University"
duckwke01,Kevin Duckworth,1987,1997,C,7-0,275,"April 1, 1964","Eastern Illinois University"
dudlech01,Charles Dudley,1973,1979,G,6-2,180,"March 5, 1950","University of Washington"
dudlech02,Chris Dudley,1988,2003,C,6-11,235,"February 22, 1965","Yale University"
dudleja01,Jared Dudley,2008,2014,F,6-7,225,"July 10, 1985","Boston College"
duerote01,Terry Duerod,1980,1983,G,6-2,180,"July 29, 1956","University of Detroit Mercy"
duffybo01,Bob Duffy,1947,1947,F,6-4,175,"July 5, 1922","Tulane University"
duffybo02,Bob Duffy,1963,1965,G,6-3,185,"September 26, 1940","Colgate University"
duhonch01,Chris Duhon,2005,2013,G,6-1,185,"August 31, 1982","Duke University"
dukeswa01,Walter Dukes,1956,1963,C,7-0,220,"June 23, 1930","Seton Hall University"
dumarjo01,Joe Dumars,1986,1999,G,6-3,190,"May 24, 1963","McNeese State University"
dumasri01,Rich Dumas,1969,1969,G,6-3,170,"","Northeastern State University"
dumasri02,Richard Dumas,1993,1996,F,6-7,200,"May 19, 1969","Oklahoma State University"
dumasto01,Tony Dumas,1995,1998,G,6-6,190,"August 25, 1972","University of Missouri-Kansas City"
duncaan01,Andy Duncan,1949,1951,F-C,6-6,195,"April 17, 1922","College of William &amp; Mary"
duncati01,Tim Duncan,1998,2014,F-C,6-11,248,"April 25, 1976","Wake Forest University"
dunlemi01,Mike Dunleavy,1977,1990,G,6-3,180,"March 21, 1954","University of South Carolina"
dunlemi02,Mike Dunleavy,2003,2014,F-G,6-9,220,"September 15, 1980","Duke University"
dunnpa01,Pat Dunn,1958,1958,G,6-2,170,"March 17, 1931","Utah State University"
dunntr01,T.R. Dunn,1978,1991,G-F,6-4,192,"February 1, 1955","University of Alabama"
duprero01,Ronald Dupree,2004,2011,F,6-7,209,"January 26, 1981","Louisiana State University"
duranke01,Kevin Durant,2008,2014,F,6-9,215,"September 29, 1988","University of Texas at Austin"
durenjo01,John Duren,1981,1983,G,6-3,195,"October 30, 1958","Georgetown University"
durhaja01,Jarrett Durham,1972,1972,F,6-5,188,"August 22, 1949","Duquesne University"
durhapa01,Pat Durham,1993,1995,F,6-7,210,"March 10, 1967","Colorado State University"
durrade01,Devin Durrant,1985,1986,F,6-7,200,"October 20, 1960","Brigham Young University"
durreke01,Ken Durrett,1972,1975,F,6-7,190,"December 8, 1948","La Salle University"
duvalde01,Dennis DuVal,1975,1976,G,6-3,175,"March 31, 1952","Syracuse University"
dwanja01,Jack Dwan,1949,1949,F-G,6-4,200,"May 3, 1921","Loyola University of Chicago"
dykemcr01,Craig Dykema,1982,1982,F,6-8,190,"June 11, 1959","California State University, Long Beach"
dykerge01,Gene Dyker,1954,1954,F,6-6,225,"February 17, 1930","DePaul University"
dysonje01,Jerome Dyson,2012,2012,G,6-3,180,"May 1, 1987","University of Connecticut"
