Player ID,Player,From,To,Pos,Ht,Wt,Birth Date,College
walkeke02,Kemba Walker,2012,2014,G,6-1,172,"May 8, 1990","University of Connecticut"
walkeke01,Kenny Walker,1987,1995,F,6-8,210,"August 18, 1964","University of Kentucky"
walkeph01,Phil Walker,1978,1978,G,6-3,180,"March 20, 1956","Millersville University of Pennsylvania"
walkesa01,Samaki Walker,1997,2006,F,6-9,240,"February 25, 1976","University of Louisville"
walkewa01,Wally Walker,1977,1984,F,6-7,190,"July 18, 1954","University of Virginia"
walljo01,John Wall,2011,2014,G,6-4,195,"September 6, 1990","University of Kentucky"
wallabe01,Ben Wallace,1997,2012,F-C,6-9,240,"September 10, 1974","Virginia Union University"
wallage01,Gerald Wallace,2002,2014,F,6-7,215,"July 23, 1982","University of Alabama"
wallajo01,John Wallace,1997,2004,F,6-8,225,"February 9, 1974","Syracuse University"
wallara01,Rasheed Wallace,1996,2013,F-C,6-10,225,"September 17, 1974","University of North Carolina"
wallare01,Red Wallace,1947,1947,G,6-1,185,"July 12, 1918","University of Scranton"
walledw01,Dwight Waller,1969,1972,F,6-6,220,"October 5, 1945","Tennessee State University"
walleja01,Jamie Waller,1988,1988,G,6-4,215,"November 20, 1964","Virginia Union University"
walshji01,Jim Walsh,1958,1958,F,6-4,195,"August 29, 1930","Stanford University"
walshma01,Matt Walsh,2006,2006,G-F,6-6,205,"December 2, 1982","University of Florida"
waltere01,Rex Walters,1994,2000,G,6-4,190,"March 12, 1970","University of Kansas"
walthpa01,Paul Walther,1950,1955,G-F,6-2,160,"March 23, 1927","University of Tennessee"
walthis01,Isaac Walthour,1954,1954,G,5-11,163,"",""
waltobi01,Bill Walton,1975,1987,C-F,6-11,210,"November 5, 1952","University of California, Los Angeles"
waltoll01,Lloyd Walton,1977,1981,G,6-0,160,"November 23, 1953","Marquette University"
waltolu01,Luke Walton,2004,2013,F,6-8,235,"March 28, 1980","University of Arizona"
wanzebo01,Bobby Wanzer,1949,1957,G,6-0,170,"June 4, 1921","Seton Hall University"
warbipe01,Perry Warbington,1975,1975,G,6-2,165,"September 7, 1952","Georgia Southern University"
wardch01,Charlie Ward,1995,2005,G,6-2,190,"October 12, 1970","Florida State University"
wardge01,Gerry Ward,1964,1967,G,6-4,195,"September 6, 1941","Boston College"
wardhe01,Henry Ward,1976,1977,G-F,6-4,195,"January 30, 1952","Jackson State University"
wareji01,Jim Ware,1967,1969,F,6-7,210,"May 2, 1944","Oklahoma City University"
warlebe01,Ben Warley,1963,1970,F-G,6-5,200,"September 4, 1936","Tennessee State University"
warlibo01,Bob Warlick,1966,1970,G-F,6-5,200,"March 20, 1941","Pepperdine University"
warneco01,Cornell Warner,1971,1977,F-C,6-9,220,"August 12, 1948","Jackson State University"
warrebo01,Bob Warren,1969,1976,G,6-5,190,"July 17, 1946","Vanderbilt University"
warrejo01,John Warren,1970,1974,G-F,6-3,180,"July 7, 1947","St. John's University"
warrewi01,Willie Warren,2011,2011,G,6-4,203,"October 22, 1989","University of Oklahoma"
warribr01,Bryan Warrick,1983,1986,G,6-5,195,"July 22, 1959","Saint Joseph's University"
warriha01,Hakim Warrick,2006,2013,F,6-9,219,"July 8, 1982","Syracuse University"
washbch01,Chris Washburn,1987,1988,C,6-11,225,"May 13, 1965","North Carolina State University"
washibo01,Bobby Washington,1970,1972,G,5-11,175,"July 11, 1947","Eastern Kentucky University"
washida01,Darius Washington,2008,2008,G,6-2,195,"December 6, 1985","University of Memphis"
washido01,Donald Washington,1975,1976,F,6-8,210,"April 22, 1952","University of North Carolina"
washidu01,Duane Washington,1988,1993,G,6-4,195,"August 31, 1964","Middle Tennessee State University"
washier01,Eric Washington,1998,1999,G,6-4,190,"March 23, 1974","University of Alabama"
washiji01,Jim Washington,1966,1976,F-C,6-6,210,"July 1, 1943","Villanova University"
washike01,Kermit Washington,1974,1988,F-C,6-8,230,"September 17, 1951","American University"
washipe01,Pearl Washington,1987,1989,G,6-2,190,"January 6, 1964","Syracuse University"
washiri01,Richard Washington,1977,1982,F-C,6-11,220,"July 15, 1955","University of California, Los Angeles"
washist01,Stan Washington,1975,1975,G,6-4,190,"January 23, 1952","University of San Diego"
washitr01,Trooper Washington,1968,1973,F-C,6-7,215,"April 21, 1944","Cheyney University of Pennsylvania"
washiwi01,Wilson Washington,1978,1979,F-C,6-9,227,"August 3, 1955","Old Dominion University"
watkida01,Darryl Watkins,2008,2012,C,6-11,258,"November 8, 1984","Syracuse University"
watsobo01,Bobby Watson,1955,1955,G,6-0,160,"March 22, 1930","University of Kentucky"
watsocj01,C.J. Watson,2008,2014,G,6-2,180,"April 17, 1984","University of Tennessee"
watsoea01,Earl Watson,2002,2014,G,6-1,195,"June 12, 1979","University of California, Los Angeles"
watsoja01,Jamie Watson,1995,1999,F,6-7,190,"February 23, 1972","University of South Carolina"
wattsro01,Ron Watts,1966,1967,F,6-6,210,"May 21, 1943","Wake Forest University"
wattssa01,Samuel Watts,1971,1971,G,6-3,185,"March 14, 1948","Florida Agricultural and Mechanical University"
wattssl01,Slick Watts,1974,1979,G,6-1,175,"July 22, 1951","Xavier University of Louisiana"
waynsma01,Maalik Wayns,2013,2013,G,6-2,200,"May 2, 1991","Villanova University"
weathcl01,Clarence Weatherspoon,1993,2005,F,6-6,240,"September 8, 1970","University of Southern Mississippi"
weathni01,Nick Weatherspoon,1974,1980,F,6-7,195,"July 20, 1950","University of Illinois at Urbana-Champaign"
weaveky01,Kyle Weaver,2009,2011,G,6-6,201,"February 18, 1986","Washington State University"
webbje01,Jeff Webb,1971,1972,G,6-4,170,"July 6, 1948","Kansas State University"
webbma01,Marcus Webb,1993,1993,F-C,6-9,255,"May 9, 1970","University of Alabama"
webbsp01,Spud Webb,1986,1998,G,5-6,133,"July 13, 1963","North Carolina State University"
webbech01,Chris Webber,1994,2008,F-C,6-9,245,"March 1, 1973","University of Michigan"
weberja01,Jake Weber,1947,1947,C,6-6,225,"March 18, 1918","Purdue University"
webstel01,Elnardo Webster,1972,1972,F,6-5,190,"March 6, 1948","Saint Peter's College"
webstje01,Jeff Webster,1996,1996,F,6-8,232,"February 19, 1971","University of Oklahoma"
webstma02,Martell Webster,2006,2014,G-F,6-7,210,"December 4, 1986",""
webstma01,Marvin Webster,1976,1987,C,7-1,225,"April 13, 1952","Morgan State University"
wedmasc01,Scott Wedman,1975,1987,F-G,6-7,215,"July 29, 1952","University of Colorado"
weemsso01,Sonny Weems,2009,2011,G,6-6,203,"July 8, 1986","University of Arkansas"
wehrdi01,Dick Wehr,1949,1949,F,6-4,180,"December 9, 1925","Rice University"
weidnbr01,Brant Weidner,1984,1984,F,6-9,230,"October 28, 1960","College of William &amp; Mary"
weissbo01,Bob Weiss,1966,1977,G,6-2,180,"May 7, 1942","Pennsylvania State University"
weitzri01,Rick Weitzman,1968,1968,G,6-2,175,"April 30, 1946","Northeastern University"
wellsbo01,Bonzi Wells,1999,2008,G-F,6-5,210,"September 28, 1976","Ball State University"
wellsbu01,Bubba Wells,1998,1998,F,6-5,230,"July 26, 1974","Austin Peay State University"
wellsow01,Owen Wells,1975,1975,F,6-7,200,"December 9, 1950","University of Detroit Mercy"
wellsra01,Ralph Wells,1963,1963,G,6-1,180,"September 3, 1940","Northwestern University"
welpch01,Chris Welp,1988,1990,C,7-0,245,"January 2, 1964","University of Washington"
welscji01,Jiri Welsch,2003,2006,G,6-7,208,"January 27, 1980",""
wennibi01,Bill Wennington,1986,2000,C,7-0,245,"December 26, 1963","St. John's University"
wenstma01,Matt Wenstrom,1994,1994,C,7-1,250,"November 4, 1970","University of North Carolina"
werdaro01,Robert Werdann,1993,1997,C,6-11,250,"September 12, 1970","St. John's University"
wertira01,Ray Wertis,1947,1948,G,5-11,,"January 1, 1922","St. John's University"
wesleda01,David Wesley,1994,2007,G,6-0,190,"November 14, 1970","Baylor University"
weslewa01,Walt Wesley,1967,1976,C,6-11,220,"January 25, 1945","University of Kansas"
westda01,David West,2004,2014,F,6-9,240,"August 29, 1980","Xavier University"
westde01,Delonte West,2005,2012,G,6-4,180,"July 26, 1983","Saint Joseph's University"
westdo01,Doug West,1990,2001,G-F,6-6,200,"May 27, 1967","Villanova University"
westje01,Jerry West,1961,1974,G,6-2,175,"May 28, 1938","West Virginia University"
westma02,Mario West,2008,2011,G,6-5,210,"June 19, 1984","Georgia Institute of Technology"
westma01,Mark West,1984,2000,C-F,6-10,230,"November 5, 1960","Old Dominion University"
westro01,Roland West,1968,1968,G,6-4,178,"June 6, 1944","University of Cincinnati"
westbde01,Dexter Westbrook,1968,1968,F,6-8,190,"","Providence College"
westbru01,Russell Westbrook,2009,2014,G,6-3,187,"November 12, 1988","University of California, Los Angeles"
westppa01,Paul Westphal,1973,1984,G,6-4,195,"November 30, 1950","University of Southern California"
wetzejo01,John Wetzel,1968,1976,G-F,6-5,190,"October 22, 1944","Virginia Polytechnic Institute and State University"
whalero01,Robert Whaley,2006,2006,C,6-10,260,"April 16, 1982","Walsh University"
whatlen01,Ennis Whatley,1984,1997,G,6-3,177,"August 11, 1962","University of Alabama"
wheatde01,DeJuan Wheat,1998,1999,G,6-0,165,"October 14, 1973","University of Louisville"
wheelcl01,Clinton Wheeler,1988,1989,G,6-1,185,"October 27, 1959","William Paterson University"
wheelty01,Tyson Wheeler,1999,1999,G,5-10,165,"October 8, 1975","University of Rhode Island"
whitask01,Skippy Whitaker,1955,1955,G,6-1,180,"August 29, 1930","University of Kentucky"
whitedj01,D.J. White,2009,2013,F,6-9,251,"August 31, 1986","Indiana University"
whiteer01,Eric White,1988,1989,F,6-8,200,"December 30, 1965","Pepperdine University"
whitehe01,Herb White,1971,1971,G,6-2,195,"June 15, 1948","University of Georgia"
whitehu01,Hubie White,1963,1971,G-F,6-4,205,"January 26, 1940","Villanova University"
whiteja01,Jahidi White,1999,2005,F-C,6-9,290,"February 19, 1976","Georgetown University"
whiteja02,James White,2007,2013,G-F,6-7,200,"October 21, 1982","University of Cincinnati"
whitejo01,Jo Jo White,1970,1981,G,6-3,190,"November 16, 1946","University of Kansas"
whitera01,Randy White,1990,1994,F,6-8,240,"November 4, 1967","Louisiana Tech University"
whitero02,Rodney White,2002,2005,F,6-9,238,"June 28, 1980","University of North Carolina at Charlotte"
whitero01,Rory White,1983,1987,F,6-8,210,"August 16, 1959","University of South Alabama"
whiteru01,Rudy White,1976,1981,G,6-2,195,"June 23, 1953","Arizona State University"
whiteto01,Tony White,1988,1988,G,6-2,170,"February 15, 1965","University of Tennessee"
whitewi01,Willie White,1985,1986,G,6-3,195,"August 20, 1962","University of Tennessee at Chattanooga"
whiteje01,Jerome Whitehead,1979,1989,C-F,6-10,220,"September 30, 1956","Marquette University"
whitedo01,Donald Whiteside,1997,1998,G,5-10,160,"April 25, 1969","Northern Illinois University"
whiteha01,Hassan Whiteside,2011,2012,C,7-0,235,"June 13, 1989","Marshall University"
whitfdw01,Dwayne Whitfield,1996,1996,F,6-9,240,"August 21, 1972","Jackson State University"
whitnch01,Chris Whitney,1994,2004,G,6-0,168,"October 5, 1971","Clemson University"
whitnha01,Hank Whitney,1968,1970,F-C,6-7,230,"April 28, 1939","Iowa State University"
whitnha02,Hawkeye Whitney,1981,1982,G-F,6-5,235,"June 22, 1957","North Carolina State University"
wickssi01,Sidney Wicks,1972,1981,F-C,6-8,225,"September 19, 1949","University of California, Los Angeles"
widbyro01,Ron Widby,1968,1968,F,6-4,210,"March 9, 1945","University of Tennessee"
wiermu01,Murray Wier,1950,1950,G,5-9,155,"December 12, 1926","University of Iowa"
wiesebo01,Bob Wiesenhahn,1962,1962,F,6-4,215,"December 22, 1938","University of Cincinnati"
wiggimi01,Mitchell Wiggins,1984,1992,G,6-4,185,"September 28, 1959","Florida State University"
wilbuke01,Ken Wilburn,1968,1969,F,6-6,195,"June 8, 1944","Central State University"
wilcoch01,Chris Wilcox,2003,2013,F,6-10,221,"September 3, 1982","University of Maryland"
wilcudc01,D.C. Wilcutt,1949,1950,G,6-2,165,"March 25, 1923","Saint Louis University"
wileyge01,Gene Wiley,1963,1968,C,6-10,210,"November 12, 1937","Wichita State University"
wileymi01,Michael Wiley,1981,1982,F,6-9,200,"October 16, 1957","California State University, Long Beach"
wileymo01,Morlon Wiley,1989,1995,G,6-4,185,"September 24, 1966","California State University, Long Beach"
wilfowi01,Win Wilfong,1958,1961,G-F,6-2,185,"March 18, 1933","University of Memphis"
wilkele01,Lenny Wilkens,1961,1975,G,6-1,180,"October 28, 1937","Providence College"
wilkebo01,Bob Wilkerson,1977,1983,G-F,6-6,195,"August 15, 1954","Indiana University"
wilkeja01,Jamaal Wilkes,1975,1986,F-G,6-6,190,"May 2, 1953","University of California, Los Angeles"
wilkeja02,James Wilkes,1981,1983,F,6-7,195,"April 1, 1958","University of California, Los Angeles"
wilkida02,Damien Wilkins,2005,2013,F,6-6,225,"January 11, 1980","University of Georgia"
wilkido01,Dominique Wilkins,1983,1999,F-G,6-7,200,"January 12, 1960","University of Georgia"
wilkied01,Eddie Lee Wilkins,1985,1993,F-C,6-10,220,"May 7, 1962","Gardner-Webb University"
wilkige01,Gerald Wilkins,1986,1999,G-F,6-6,185,"September 11, 1963","University of Tennessee at Chattanooga"
wilkije01,Jeff Wilkins,1981,1986,C-F,6-11,230,"March 9, 1955","Illinois State University"
wilkida01,Dale Wilkinson,1985,1985,F,6-10,220,"March 18, 1960","Idaho State University"
wilksmi01,Mike Wilks,2003,2010,G,5-10,185,"May 7, 1979","Rice University"
williaa01,Aaron Williams,1994,2008,F-C,6-9,220,"October 2, 1971","Xavier University"
willial01,Al Williams,1971,1971,F,6-6,200,"February 3, 1948","Drake University"
willial02,Alvin Williams,1998,2007,G,6-5,185,"August 6, 1974","Villanova University"
williar01,Art Williams,1968,1975,G,6-1,180,"September 29, 1939","California State Polytechnic University, Pomona"
willibe01,Bernie Williams,1970,1974,G,6-3,175,"December 30, 1945","La Salle University"
willibo01,Bob Williams,1956,1957,F,6-6,230,"May 12, 1931","Florida Agricultural and Mechanical University"
willibr01,Brandon Williams,1998,2003,G,6-6,215,"February 27, 1975","Davidson College"
willibu01,Buck Williams,1982,1998,F-C,6-8,215,"March 8, 1960","University of Maryland"
willich01,Charles Williams,1968,1973,G,6-0,165,"September 5, 1943","Seattle University"
willich02,Chuck Williams,1971,1978,G,6-2,175,"June 6, 1946","University of Colorado"
willich03,Chuckie Williams,1977,1977,G,6-3,180,"December 31, 1953","Kansas State University"
willicl01,Cliff Williams,1969,1969,G,6-3,180,"April 15, 1945","Bowling Green State University"
willico01,Corey Williams,1993,1994,G,6-2,190,"April 24, 1970","Oklahoma State University"
willide01,Deron Williams,2006,2014,G,6-3,210,"June 26, 1984","University of Illinois at Urbana-Champaign"
willide02,Derrick Williams,2012,2014,F,6-8,241,"May 25, 1991","University of Arizona"
willidu01,Duck Williams,1980,1980,G,6-2,180,"August 2, 1956","University of Notre Dame"
williea01,Earl Williams,1975,1979,C-F,6-7,230,"March 24, 1951","Winston-Salem State University"
williel01,Elliot Williams,2012,2014,G,6-5,180,"June 20, 1989","University of Memphis"
willier01,Eric Williams,1996,2007,F,6-8,220,"July 17, 1972","Providence College"
willifl01,Fly Williams,1975,1975,G-F,6-5,200,"February 18, 1953","Austin Peay State University"
willifr02,Frank Williams,2003,2005,G,6-3,212,"February 25, 1980","University of Illinois at Urbana-Champaign"
willifr01,Freeman Williams,1979,1986,G-F,6-4,190,"May 15, 1956","Portland State University"
willige01,Gene Williams,1970,1970,F,6-7,235,"April 1, 1947","Kansas State University"
willigu01,Gus Williams,1976,1987,G,6-2,175,"October 10, 1953","University of Southern California"
willigu02,Guy Williams,1985,1986,F,6-9,200,"July 1, 1960","Washington State University"
williha01,Hank Williams,1975,1975,F,6-5,210,"April 28, 1952","Jacksonville University"
willihe01,Herb Williams,1982,1999,C-F,6-10,242,"February 16, 1958","Ohio State University"
williho01,Hot Rod Williams,1987,1999,F-C,6-11,215,"August 9, 1962","Tulane University"
willija02,Jason Williams,1999,2011,G,6-1,190,"November 18, 1975","University of Florida"
willija04,Jawad Williams,2009,2011,F,6-9,218,"February 19, 1983","University of North Carolina"
willija03,Jay Williams,2003,2003,G,6-2,195,"September 10, 1981","Duke University"
willija01,Jayson Williams,1991,1999,F-C,6-9,240,"February 22, 1968","St. John's University"
willije01,Jerome Williams,1997,2005,F,6-9,206,"May 10, 1973","Georgetown University"
willijo02,John Williams,1987,1995,F-C,6-8,235,"October 26, 1966","Louisiana State University"
willijo03,Jordan Williams,2012,2012,F,6-10,260,"October 11, 1990","University of Maryland"
williju01,Justin Williams,2007,2008,F,6-10,225,"May 12, 1984","University of Wyoming"
willike03,Kenny Williams,1991,1994,F,6-9,205,"June 9, 1969","Elizabeth City State University"
willike01,Kevin Williams,1984,1989,G,6-2,175,"September 11, 1961","St. John's University"
willilo01,Lorenzo Williams,1993,2000,F-C,6-9,200,"July 15, 1969","Stetson University"
willilo02,Louis Williams,2006,2014,G,6-2,175,"October 27, 1986",""
willima03,Marcus Williams,2007,2010,G,6-3,205,"December 3, 1985","University of Connecticut"
willima04,Marcus Williams,2008,2009,F,6-7,205,"November 18, 1986","University of Arizona"
willima02,Marvin Williams,2006,2014,F,6-9,230,"June 19, 1986","University of North Carolina"
willimi02,Micheal Williams,1989,1999,G,6-2,175,"July 23, 1966","Baylor University"
willimi03,Mike Williams,1990,1990,F,6-8,255,"August 14, 1963","Bradley University"
willimi01,Milt Williams,1971,1975,G,6-2,182,"November 22, 1945","Lincoln University of Missouri"
willima01,Mo Williams,2004,2014,G,6-1,185,"December 19, 1982","University of Alabama"
willimo01,Monty Williams,1995,2003,F,6-8,225,"October 8, 1971","University of Notre Dame"
willina01,Nate Williams,1972,1979,F-G,6-5,215,"May 2, 1950","Utah State University"
willipe01,Pete Williams,1986,1987,F,6-7,190,"March 10, 1965","University of Arizona"
willira01,Ray Williams,1978,1987,G,6-3,188,"October 14, 1954","University of Minnesota"
willire01,Reggie Williams,1988,1997,F-G,6-7,190,"March 5, 1964","Georgetown University"
willire02,Reggie Williams,2010,2013,F,6-6,210,"September 14, 1986","Virginia Military Institute"
williri01,Rickey Williams,1983,1983,G,6-1,175,"March 12, 1957","California State University, Long Beach"
williro02,Rob Williams,1983,1984,G,6-2,175,"May 5, 1961","University of Houston"
williro01,Ron Williams,1969,1976,G,6-3,188,"September 24, 1944","West Virginia University"
willisa01,Sam Williams,1969,1970,G,6-3,180,"January 22, 1945","University of Iowa"
willisa02,Sam Williams,1982,1985,F,6-8,210,"March 7, 1959","Arizona State University"
willisc01,Scott Williams,1991,2005,F-C,6-10,230,"March 21, 1968","University of North Carolina"
willise01,Sean Williams,2008,2012,F,6-10,235,"September 13, 1986","Boston College"
willish01,Shammond Williams,1999,2007,G,6-1,201,"April 5, 1975","University of North Carolina"
willish03,Shawne Williams,2007,2014,F,6-9,225,"February 16, 1986","University of Memphis"
willish02,Shelden Williams,2007,2012,F,6-9,250,"October 21, 1983","Duke University"
willisl01,Sly Williams,1980,1986,F-G,6-7,210,"January 26, 1958","University of Rhode Island"
willite01,Terrence Williams,2010,2013,F,6-6,220,"June 28, 1987","University of Louisville"
willitr01,Travis Williams,1998,1999,F,6-6,215,"May 27, 1969","South Carolina State University"
williwa02,Walt Williams,1993,2003,F-G,6-8,219,"April 16, 1970","University of Maryland"
williwa01,Ward Williams,1949,1949,F,6-4,195,"June 26, 1923","Indiana University"
williwi01,Willie Williams,1971,1971,F,6-7,200,"July 28, 1946","Florida State University"
willico02,Corliss Williamson,1996,2007,F,6-7,245,"December 4, 1973","University of Arkansas"
willijo01,John Williamson,1974,1981,G,6-2,185,"November 10, 1951","New Mexico State University"
williva01,Vann Williford,1971,1971,F,6-6,195,"January 26, 1948","North Carolina State University"
willike02,Kevin Willis,1985,2007,F-C,7-0,220,"September 6, 1962","Michigan State University"
willobi01,Bill Willoughby,1976,1984,F-C,6-8,205,"May 20, 1957",""
willode01,Dedric Willoughby,2000,2000,G-F,6-3,180,"May 27, 1974","Iowa State University"
wilsobo01,Bob Wilson,1952,1952,G,6-4,185,"March 8, 1926","West Virginia State University"
wilsobo02,Bobby Wilson,1968,1968,F,6-8,215,"","University of Kansas"
wilsobo03,Bobby Wilson,1975,1978,G,6-3,175,"January 15, 1951","Wichita State University"
wilsobu01,Bubba Wilson,1980,1980,G,6-3,175,"August 7, 1955","Western Carolina University"
wilsoge01,George Wilson,1965,1971,C,6-8,225,"May 9, 1942","University of Cincinnati"
wilsois01,Isaiah Wilson,1972,1973,G,6-2,175,"May 31, 1948","University of Baltimore"
wilsoja01,Jasper Wilson,1969,1970,F,6-6,200,"July 12, 1947","Southern University and A&amp;M College"
wilsoji01,Jim Wilson,1971,1971,G,5-10,175,"","Cheyney University of Pennsylvania"
wilsomi01,Michael Wilson,1984,1987,G,6-4,175,"September 15, 1959","Marquette University"
wilsoni01,Nikita Wilson,1988,1988,F,6-8,200,"February 25, 1964","Louisiana State University"
wilsoot01,Othell Wilson,1985,1987,G,6-0,190,"October 26, 1961","University of Virginia"
wilsori01,Rick Wilson,1979,1980,G,6-5,200,"February 7, 1956","University of Louisville"
wilsori02,Ricky Wilson,1988,1988,G,6-3,195,"July 16, 1964","George Mason University"
wilsost01,Stephen Wilson,1971,1972,G,6-5,185,"October 16, 1948","Hanover College"
wilsotr01,Trevor Wilson,1991,1996,F,6-7,210,"March 16, 1968","University of California, Los Angeles"
winchke01,Kennard Winchester,1991,1993,G-F,6-5,210,"September 3, 1966","Averett University"
windito01,Tony Windis,1960,1960,G,6-1,160,"January 27, 1933","University of Wyoming"
windsjo01,John Windsor,1964,1964,F,6-8,215,"April 3, 1940","Stanford University"
winfile01,Lee Winfield,1970,1976,G,6-2,174,"February 4, 1947","North Texas State University"
wingada01,David Wingate,1987,2001,G-F,6-5,185,"December 15, 1963","Georgetown University"
wingfdo01,Dontonio Wingfield,1995,1998,F,6-8,256,"June 23, 1974","University of Cincinnati"
wingoha01,Harthorne Wingo,1973,1976,F,6-6,210,"September 9, 1947","Friendship Junior College"
winklma01,Marv Winkler,1971,1972,G,6-1,164,"February 18, 1948","University of Louisiana at Lafayette"
winslri01,Rickie Winslow,1988,1988,F,6-8,225,"July 26, 1964","University of Houston"
wintetr01,Trevor Winter,1999,1999,C,7-0,275,"January 7, 1974","University of Minnesota"
wintebr01,Brian Winters,1975,1983,G-F,6-4,185,"March 1, 1952","University of South Carolina"
wintevo01,Voise Winters,1986,1986,F,6-8,200,"October 12, 1962","Bradley University"
wisesk01,Skip Wise,1976,1976,G,6-2,170,"July 25, 1955","Clemson University"
wisewi01,Willie Wise,1970,1978,F,6-5,210,"March 3, 1947","Drake University"
witheje01,Jeff Withey,2014,2014,C,7-0,235,"March 7, 1990",""
wittelu01,Luke Witte,1974,1976,C,7-0,235,"October 19, 1950","Ohio State University"
wittmgr01,Greg Wittman,1970,1971,F,6-8,210,"May 10, 1947","Western Carolina University"
wittmra01,Randy Wittman,1984,1992,G-F,6-6,210,"October 28, 1959","Indiana University"
wittsga01,Garry Witts,1982,1982,G-F,6-7,190,"July 3, 1959","College of the Holy Cross"
wohlda01,Dave Wohl,1972,1978,G,6-2,185,"November 2, 1949","University of Pennsylvania"
wolfjo01,Joe Wolf,1988,1999,F-C,6-11,230,"December 17, 1964","University of North Carolina"
wolkoru01,Ruben Wolkowyski,2001,2003,F,6-10,270,"September 30, 1973",""
woltena01,Nate Wolters,2014,2014,G,6-4,190,"May 15, 1991","South Dakota State University"
woodal01,Al Wood,1982,1987,G-F,6-6,193,"June 2, 1958","University of North Carolina"
woodbo01,Bob Wood,1950,1950,G,5-10,,"October 7, 1921","Northern Illinois University"
woodda01,David Wood,1989,1997,F,6-9,227,"November 30, 1964","University of Nevada, Reno"
woodho01,Howard Wood,1982,1982,F,6-7,235,"May 20, 1959","University of Tennessee"
woodle01,Leon Wood,1985,1991,G,6-3,185,"March 25, 1962","California State University, Fullerton"
woodslo01,Loren Woods,2002,2008,F-C,7-1,245,"June 21, 1978","University of Arizona"
woodsqy01,Qyntel Woods,2003,2006,F,6-8,221,"February 16, 1981","Northeast Mississippi Community College"
woodsra01,Randy Woods,1993,1996,G,5-10,185,"September 23, 1970","La Salle University"
woodsto01,Tommy Woods,1968,1968,F,6-7,210,"June 10, 1943","East Tennessee State University"
woodsmi01,Mike Woodson,1981,1991,G-F,6-5,195,"March 24, 1958","Indiana University"
woollbo01,Bob Woollard,1970,1970,C,6-10,225,"July 27, 1940","Wake Forest University"
woolror01,Orlando Woolridge,1982,1994,F,6-9,215,"December 16, 1959","University of Notre Dame"
workmha01,Haywoode Workman,1990,2000,G,6-2,180,"January 23, 1966","Oral Roberts University"
workmma01,Mark Workman,1953,1954,F-C,6-9,215,"March 10, 1930","West Virginia University"
workmto01,Tom Workman,1968,1971,F-C,6-7,218,"November 14, 1944","Seattle University"
artesro01,Metta World Peace,2000,2014,F,6-6,244,"November 13, 1979","St. John's University"
worslwi01,Willie Worsley,1969,1969,G,5-9,175,"November 13, 1945","University of Texas at El Paso"
worthsa01,Sam Worthen,1981,1982,G,6-5,195,"January 17, 1958","Marquette University"
worthja01,James Worthy,1983,1994,F,6-9,225,"February 27, 1961","University of North Carolina"
wrighan01,Antoine Wright,2006,2011,G-F,6-7,210,"February 6, 1984","Texas A&amp;M University"
wrighbr02,Bracey Wright,2006,2007,G,6-3,210,"July 1, 1984","Indiana University"
wrighbr01,Brad Wright,1987,1988,F,6-11,225,"March 26, 1962","University of California, Los Angeles"
wrighbr03,Brandan Wright,2008,2014,F,6-9,205,"October 5, 1987","University of North Carolina"
wrighch01,Chris Wright,2012,2012,F,6-8,226,"September 30, 1988","University of Dayton"
wrighch02,Chris Wright,2013,2013,G,6-1,210,"November 4, 1989","Georgetown University"
