Player ID,Player,From,To,Pos,Ht,Wt,Birth Date,College
nedovne01,Nemanja Nedovic,2014,2014,G,6-3,192,"June 16, 1991",""
negraal01,Al Negratti,1947,1947,F-C,6-3,200,"June 12, 1921","Seton Hall University"
nelsoba01,Barry Nelson,1972,1972,C,6-10,230,"September 19, 1949","Duquesne University"
nelsode01,DeMarcus Nelson,2009,2009,G,6-4,200,"November 2, 1985","Duke University"
nelsodo01,Don Nelson,1963,1976,F,6-6,210,"May 15, 1940","University of Iowa"
nelsoja01,Jameer Nelson,2005,2014,G,6-0,190,"February 9, 1982","Saint Joseph's University"
nelsolo01,Louie Nelson,1974,1978,G,6-3,190,"May 28, 1951","University of Washington"
nelsoro01,Ron Nelson,1971,1971,G,6-2,175,"October 7, 1946","University of New Mexico"
nembhru01,Ruben Nembhard,1997,1997,G,6-3,208,"February 20, 1972","Weber State University"
nemeldi01,Dick Nemelka,1971,1971,G,6-0,175,"October 1, 1943","Brigham Young University"
nesbyty01,Tyrone Nesby,1999,2002,F,6-6,225,"January 31, 1976","University of Nevada, Las Vegas"
nesslma01,Martin Nessley,1988,1988,C,7-2,260,"February 16, 1965","Duke University"
nestera01,Rasho Nesterovic,1999,2010,C,7-0,248,"May 30, 1976",""
netolbo01,Bob Netolicky,1968,1976,F-C,6-9,220,"August 2, 1942","Drake University"
neumajo01,Johnny Neumann,1972,1978,G-F,6-6,200,"September 11, 1951","University of Mississippi"
neumapa01,Paul Neumann,1962,1967,G,6-1,175,"January 30, 1938","Stanford University"
nevitch01,Chuck Nevitt,1983,1994,C,7-5,217,"June 13, 1959","North Carolina State University"
newbeme01,Melvin Newbern,1993,1993,G,6-4,200,"June 11, 1967","University of Minnesota"
newbiiv01,Ivano Newbill,1995,1998,F,6-9,245,"December 12, 1970","Georgia Institute of Technology"
newblir01,Ira Newble,2001,2008,F,6-7,220,"January 20, 1975","Miami University"
newlimi01,Mike Newlin,1972,1982,G-F,6-4,200,"January 2, 1949","University of Utah"
newmajo01,Johnny Newman,1987,2002,F-G,6-7,190,"November 28, 1963","University of Richmond"
newmada01,Dave Newmark,1969,1971,C,7-0,240,"September 11, 1946","Columbia University"
newtobi01,Bill Newton,1973,1974,C,6-9,220,"December 22, 1950","Louisiana State University"
nichode01,Demetris Nichols,2008,2009,F,6-8,216,"September 4, 1984","Syracuse University"
nichoja01,Jack Nichols,1949,1958,C-F,6-7,222,"April 9, 1926","University of Washington"
nichoan01,Andrew Nicholson,2013,2014,F,6-9,250,"December 8, 1989","St. Bonaventure University"
nickega01,Gaylon Nickerson,1997,1997,G,6-3,190,"February 5, 1969","Northwestern Oklahoma State University"
nicksca01,Carl Nicks,1981,1983,G,6-1,175,"October 6, 1958","Indiana State University"
niemari01,Rich Niemann,1969,1972,C,7-0,245,"July 2, 1946","Saint Louis University"
niemiri01,Richie Niemiera,1949,1950,G-F,6-1,165,"May 26, 1921","University of Notre Dame"
nilesmi01,Mike Niles,1981,1981,F,6-6,225,"March 31, 1955","California State University, Fullerton"
nimphku01,Kurt Nimphius,1982,1990,C-F,6-10,218,"March 13, 1958","Arizona State University"
nixdy01,Dyron Nix,1990,1990,F,6-7,210,"February 11, 1967","University of Tennessee"
nixonno01,Norm Nixon,1978,1989,G,6-2,170,"October 11, 1955","Duquesne University"
noahjo01,Joakim Noah,2008,2014,C,6-11,232,"February 25, 1985","University of Florida"
noblech01,Chuck Noble,1956,1962,G,6-4,190,"July 24, 1931","University of Louisville"
nocioan01,Andres Nocioni,2005,2012,F,6-7,225,"November 30, 1979",""
noelda01,David Noel,2007,2007,F,6-6,230,"February 27, 1984","University of North Carolina"
noelpa01,Paul Noel,1948,1952,F,6-4,185,"August 17, 1924","University of Kentucky"
nolanji01,Jim Nolan,1950,1950,C,6-8,210,"June 9, 1927","Georgia Institute of Technology"
nolenpa01,Paul Nolen,1954,1954,C,6-10,,"September 3, 1929","Texas Tech University"
nordgje01,Jeff Nordgaard,1998,1998,F,6-7,225,"February 23, 1973","University of Wisconsin-Green Bay"
nordmbe01,Bevo Nordmann,1962,1965,C,6-10,225,"December 11, 1939","Saint Louis University"
norlajo01,Johnny Norlander,1947,1951,F,6-3,180,"March 5, 1921","Hamline University"
normaco01,Connie Norman,1975,1979,G,6-3,175,"September 24, 1953","University of Arizona"
normake01,Ken Norman,1988,1997,F,6-8,215,"September 5, 1964","University of Illinois at Urbana-Champaign"
norriau01,Audie Norris,1983,1985,C,6-9,230,"December 18, 1960","Jackson State University"
norrimo01,Moochie Norris,1997,2006,G,6-1,175,"July 27, 1973","University of West Florida"
norrisy01,Sylvester Norris,1980,1980,C,6-11,220,"February 18, 1957","Jackson State University"
norwowi01,Willie Norwood,1972,1978,F,6-7,220,"August 8, 1947","Alcorn State University"
nostrge01,George Nostrand,1947,1950,C-F,6-8,195,"January 25, 1924","University of Wyoming"
noszkst01,Stan Noszka,1947,1949,G,6-1,185,"September 9, 1920","Duquesne University"
novakmi01,Mike Novak,1949,1954,C-F,6-9,219,"April 23, 1915","Loyola University of Chicago"
novakst01,Steve Novak,2007,2014,F,6-10,220,"June 13, 1983","Marquette University"
nowelme01,Mel Nowell,1963,1968,G,6-2,170,"December 27, 1939","Ohio State University"
nowitdi01,Dirk Nowitzki,1999,2014,F,7-0,237,"June 19, 1978",""
nuttde01,Dennis Nutt,1987,1987,G,6-2,170,"March 25, 1963","Texas Christian University"
nwosuju01,Julius Nwosu,1995,1995,C,6-10,255,"May 1, 1971","Liberty University"
