Player ID,Player,From,To,Pos,Ht,Wt,Birth Date,College
kerrre01,Red Kerr,1955,1966,C-F,6-9,230,"July 17, 1932","University of Illinois at Urbana-Champaign"
kerrst01,Steve Kerr,1989,2003,G,6-3,175,"September 27, 1965","University of Arizona"
kerrija01,Jack Kerris,1950,1953,F-C,6-6,215,"January 30, 1925","Loyola University of Chicago"
kerseje01,Jerome Kersey,1985,2001,F,6-7,215,"June 26, 1962","Longwood University"
kerwito01,Tom Kerwin,1968,1968,F,6-7,210,"July 7, 1944","Centenary College of Louisiana"
kesslal01,Alec Kessler,1991,1994,F-C,6-11,230,"January 13, 1967","University of Georgia"
ketnela01,Lari Ketner,2000,2001,F-C,6-9,277,"February 1, 1977","University of Massachusetts Amherst"
keyeju01,Julius Keye,1970,1975,F-C,6-10,200,"September 5, 1946","Alcorn State University"
keysra01,Randolph Keys,1989,1996,F-G,6-7,195,"April 19, 1966","University of Southern Mississippi"
khryavi01,Viktor Khryapa,2005,2008,F,6-9,210,"August 3, 1982",""
kiddja01,Jason Kidd,1995,2013,G,6-4,205,"March 23, 1973","University of California"
kiddwa01,Warren Kidd,1994,1994,F,6-9,235,"September 9, 1970","Middle Tennessee State University"
kiddgmi01,Michael Kidd-Gilchrist,2013,2014,F,6-7,232,"September 26, 1993","University of Kentucky"
kiffiir01,Irv Kiffin,1980,1980,F,6-9,225,"August 8, 1951","Oklahoma Baptist University"
kileyja01,Jack Kiley,1952,1953,G,6-1,170,"January 5, 1929","Syracuse University"
killuea01,Earnie Killum,1971,1971,G,6-3,180,"June 11, 1948","Stetson University"
kilpaca01,Carl Kilpatrick,1980,1980,C,6-10,230,"May 16, 1956","University of Louisiana at Monroe"
kimbato01,Toby Kimball,1967,1975,F-C,6-6,220,"September 7, 1942","University of Connecticut"
kimblbo01,Bo Kimble,1991,1993,G,6-4,190,"April 9, 1966","Loyola Marymount University"
kimbrst01,Stan Kimbrough,1990,1993,G,5-11,153,"April 24, 1966","Xavier University"
kinchch01,Chad Kinch,1981,1981,G,6-4,190,"May 22, 1958","University of North Carolina at Charlotte"
kingal01,Albert King,1982,1992,F-G,6-6,190,"December 17, 1959","University of Maryland"
kingbe01,Bernard King,1978,1993,F,6-7,205,"December 4, 1956","University of Tennessee"
kingch01,Chris King,1994,1999,F,6-8,215,"July 24, 1969","Wake Forest University"
kingda01,Dan King,1955,1955,F,6-6,220,"January 7, 1931","Western Kentucky University"
kingfr01,Frankie King,1996,1997,G,6-1,185,"June 6, 1972","Western Carolina University"
kingge01,George King,1952,1958,G,6-0,175,"August 16, 1928","University of Charleston"
kingge02,Gerard King,1999,2001,F,6-9,230,"November 25, 1972","Nicholls State University"
kingji01,Jim King,1964,1973,G,6-2,175,"February 7, 1941","University of Tulsa"
kingji02,Jimmy King,1996,1997,G,6-5,210,"August 9, 1973","University of Michigan"
kinglo01,Loyd King,1972,1973,G,6-2,180,"May 29, 1949","Virginia Polytechnic Institute and State University"
kingma01,Maury King,1960,1963,G,6-2,195,"March 12, 1935","University of Kansas"
kingre01,Reggie King,1980,1985,F,6-6,225,"February 14, 1957","University of Alabama"
kingri01,Rich King,1992,1995,C,7-2,260,"April 4, 1969","University of Nebraska"
kingro01,Ron King,1974,1974,G,6-4,185,"July 11, 1951","Florida State University"
kingst01,Stacey King,1990,1997,F-C,6-11,230,"January 29, 1967","University of Oklahoma"
kingto01,Tom King,1947,1947,G,6-0,165,"March 9, 1924","University of Michigan"
kinnebo01,Bob Kinney,1949,1950,C-F,6-6,215,"September 16, 1920","Rice University"
kinseta01,Tarence Kinsey,2007,2009,G,6-6,185,"March 21, 1984","University of South Carolina"
kirilan01,Andrei Kirilenko,2002,2014,F,6-9,220,"February 18, 1981",""
kirkwa01,Walt Kirk,1949,1952,G-F,6-3,173,"September 3, 1924","University of Illinois at Urbana-Champaign"
kirklwi01,Wilber Kirkland,1970,1970,F,6-7,190,"","Cheyney University of Pennsylvania"
kissaji01,Jim Kissane,1969,1969,F,6-7,210,"August 17, 1946","Boston College"
kistldo01,Doug Kistler,1962,1962,F,6-9,210,"March 21, 1938","Duke University"
kitchcu01,Curtis Kitchen,1987,1987,F,6-9,235,"January 30, 1964","University of South Florida"
kitegr01,Greg Kite,1984,1995,C,6-11,250,"August 5, 1961","Brigham Young University"
kittlke01,Kerry Kittles,1997,2005,G,6-5,179,"June 12, 1974","Villanova University"
kleinjo01,Joe Kleine,1986,2000,C,6-11,255,"January 4, 1962","University of Arkansas"
kleizli01,Linas Kleiza,2006,2013,F,6-8,245,"January 3, 1985","University of Missouri"
klierle01,Leo Klier,1949,1950,F-G,6-2,170,"May 21, 1923","University of Notre Dame"
klotzhe01,Herm Klotz,1948,1948,G,5-7,150,"October 21, 1921","Villanova University"
kluehdu01,Duane Klueh,1950,1951,G,6-3,175,"January 6, 1926","Indiana State University"
kluttlo01,Lonnie Kluttz,1971,1971,F,6-7,220,"September 17, 1945","North Carolina Agricultural and Technical State University"
knighbi01,Billy Knight,1975,1985,G-F,6-6,195,"June 9, 1952","University of Pittsburgh"
knighbo01,Bob Knight,1955,1955,G-F,6-2,185,"April 30, 1929",""
knighbr02,Brandin Knight,2005,2005,G,6-0,180,"December 16, 1981","University of Pittsburgh"
knighbr03,Brandon Knight,2012,2014,G,6-3,189,"December 2, 1991","University of Kentucky"
knighbr01,Brevin Knight,1998,2009,G,5-10,173,"November 8, 1975","Stanford University"
knighne01,Negele Knight,1991,1999,G,6-1,175,"March 6, 1967","University of Dayton"
knighro01,Ron Knight,1971,1972,F,6-7,215,"August 4, 1947","California State University, Los Angeles"
knighto01,Toby Knight,1978,1982,F,6-9,210,"May 3, 1955","University of Notre Dame"
knightr01,Travis Knight,1997,2003,C,7-0,235,"September 13, 1974","University of Connecticut"
knorele01,Lee Knorek,1947,1950,C,6-7,215,"July 15, 1921","University of Detroit Mercy"
knostdi01,Dick Knostman,1954,1954,C,6-6,215,"August 9, 1931","Kansas State University"
knowlro01,Rod Knowles,1969,1969,F-C,6-9,215,"February 27, 1946","Davidson College"
kofoeba01,Bart Kofoed,1988,1993,G,6-4,210,"March 24, 1964","University of Nebraska at Kearney"
kojisdo01,Don Kojis,1964,1975,F,6-5,215,"January 15, 1939","Marquette University"
komenmi01,Milo Komenich,1950,1950,F-C,6-7,212,"June 22, 1920","University of Wyoming"
komivho01,Howard Komives,1965,1974,G,6-1,185,"May 9, 1941","Bowling Green State University"
koncajo01,Jon Koncak,1986,1996,C-F,7-0,250,"May 17, 1963","Southern Methodist University"
kondlto01,Tom Kondla,1969,1969,C,6-8,225,"November 30, 1946","University of Minnesota"
koperbu01,Bud Koper,1965,1965,G,6-6,210,"August 9, 1942","Oklahoma City University"
kopicjo01,Joe Kopicki,1983,1985,F,6-9,240,"June 12, 1960","University of Detroit Mercy"
kornefr01,Frank Kornet,1990,1991,F,6-9,225,"January 27, 1967","Vanderbilt University"
korolya01,Yaroslav Korolev,2006,2007,F,6-9,203,"May 7, 1987",""
korveky01,Kyle Korver,2004,2014,F,6-7,210,"March 17, 1981","Creighton University"
koskito01,Tony Koski,1969,1969,F,6-8,215,"June 26, 1946","Providence College"
kosmale01,Len Kosmalski,1975,1976,C,7-0,245,"November 29, 1951","University of Tennessee"
kostean01,Andy Kostecka,1949,1949,F,6-3,203,"February 10, 1921","Georgetown University"
kottmha01,Harold Kottman,1947,1947,C,6-8,220,"August 22, 1922","Culver-Stockton College"
koufoko01,Kosta Koufos,2009,2014,C,7-0,265,"February 24, 1989","Ohio State University"
kozelto01,Tom Kozelko,1974,1976,F,6-8,220,"July 1, 1951","University of Toledo"
kozliro01,Ronald Kozlicki,1968,1968,F,6-7,215,"December 12, 1944","Northwestern University"
kramear01,Arvid Kramer,1980,1980,C,6-9,220,"October 2, 1956","Augustana College (SD)"
krameba01,Barry Kramer,1965,1970,F-G,6-4,200,"November 10, 1942","New York University"
kramejo01,Joel Kramer,1979,1983,F-C,6-7,203,"November 30, 1955","San Diego State University"
kramest01,Steven Kramer,1968,1970,G-F,6-5,200,"January 1, 1945","Brigham Young University"
krausda01,Dan Kraus,1949,1949,G,6-0,195,"February 13, 1923","Georgetown University"
krauthe01,Herb Krautblatt,1949,1949,G,6-1,190,"November 19, 1926","Rider University"
kravtvi01,Viacheslav Kravtsov,2013,2014,C,7-0,260,"August 25, 1987",""
krebsji01,Jim Krebs,1958,1964,C-F,6-8,230,"September 8, 1935","Southern Methodist University"
kreklwa01,Wayne Kreklow,1981,1981,G,6-4,175,"January 4, 1957","Drake University"
kronto01,Tommy Kron,1967,1970,G,6-5,200,"February 28, 1943","University of Kentucky"
kroppto01,Tom Kropp,1976,1977,G,6-3,205,"February 12, 1953","University of Nebraska at Kearney"
krstine01,Nenad Krstic,2005,2011,C,7-0,240,"July 25, 1983",""
krystla01,Larry Krystkowiak,1987,1997,F-C,6-9,220,"September 23, 1964","University of Montana"
kuberst01,Steve Kuberski,1970,1978,F-C,6-8,215,"November 6, 1947","Bradley University"
kubiale01,Leo Kubiak,1950,1950,G,5-11,160,"December 25, 1927","Bowling Green State University"
kuczebr01,Bruce Kuczenski,1984,1984,F,6-10,230,"February 3, 1961","University of Connecticut"
kudelfr01,Frank Kudelka,1950,1953,G-F,6-2,193,"June 25, 1925","Saint Mary's College of California"
kuestjo01,John Kuester,1978,1980,G,6-2,180,"February 6, 1955","University of North Carolina"
kukara01,Ray Kuka,1948,1949,F,6-3,200,"February 17, 1922","University of Notre Dame"
kukocto01,Toni Kukoc,1994,2006,F,6-10,192,"September 18, 1968",""
kunneke01,Kevin Kunnert,1974,1982,C-F,7-0,230,"November 11, 1951","University of Iowa"
kunzete01,Terry Kunze,1968,1968,G-F,6-4,210,"March 11, 1943","University of Minnesota"
kupchmi01,Mitch Kupchak,1977,1986,F-C,6-9,230,"May 24, 1954","University of North Carolina"
kupeccj01,C.J. Kupec,1976,1978,F-C,6-6,220,"January 16, 1953","University of Michigan"
kurzro01,Rob Kurz,2009,2009,F,6-9,232,"March 5, 1985","University of Notre Dame"
kutluib01,Ibo Kutluay,2005,2005,G,6-6,200,"July 1, 1974",""
kuzmiog01,Ognjen Kuzmic,2014,2014,C,7-1,251,"May 16, 1990",""
