Player ID,Player,From,To,Pos,Ht,Wt,Birth Date,College
mandijo01,John Mandic,1949,1950,F-C,6-4,205,"October 3, 1919","Oregon State University"
mangifr01,Frank Mangiapane,1947,1947,G,5-10,195,"August 5, 1925","New York University"
mannida01,Danny Manning,1989,2003,F-C,6-10,230,"May 17, 1966","University of Kansas"
mannied01,Ed Manning,1968,1976,F,6-7,210,"January 2, 1944","Jackson State University"
mannigu01,Guy Manning,1968,1969,F,6-6,195,"February 4, 1944","Prairie View A&amp;M University"
manniri01,Rich Manning,1996,1997,C,6-11,253,"June 23, 1970","University of Washington"
mannipa01,Pace Mannion,1984,1989,G,6-7,190,"September 22, 1960","University of Utah"
mantini01,Nick Mantis,1960,1963,G,6-3,190,"December 7, 1935","Northwestern University"
maravpe01,Pete Maravich,1971,1980,G,6-5,197,"June 22, 1947","Louisiana State University"
maravpr01,Press Maravich,1947,1947,G,6-0,185,"August 20, 1920","Davis &amp; Elkins College"
marblro01,Roy Marble,1990,1994,G-F,6-6,190,"December 13, 1966","University of Iowa"
marbust01,Stephon Marbury,1997,2009,G,6-2,180,"February 20, 1977","Georgia Institute of Technology"
marcisa01,Sarunas Marciulionis,1990,1997,G,6-5,200,"June 13, 1964",""
mariasa01,Saul Mariaschin,1948,1948,G,5-11,165,"September 1, 1924","Harvard University"
marinja01,Jack Marin,1967,1977,F-G,6-7,200,"October 12, 1944","Duke University"
mariosh01,Shawn Marion,2000,2014,F,6-7,220,"May 7, 1978","University of Nevada, Las Vegas"
markoda01,Damir Markota,2007,2007,C,6-10,225,"December 26, 1985",""
marksse01,Sean Marks,1999,2011,F-C,6-10,250,"August 23, 1975","University of California"
marlaha01,Harvey Marlatt,1971,1973,G,6-3,185,"August 26, 1948","Eastern Michigan University"
marshji01,Jim Marsh,1972,1972,F,6-7,215,"April 26, 1946","University of Southern California"
marshri01,Ricky Marsh,1978,1978,G,6-3,200,"March 10, 1954","Manhattan College"
marshdo02,Donny Marshall,1996,2003,F,6-7,230,"July 17, 1972","University of Connecticut"
marshdo01,Donyell Marshall,1995,2009,F,6-9,218,"May 18, 1973","University of Connecticut"
marshke01,Kendall Marshall,2013,2014,G,6-4,195,"August 19, 1991","University of North Carolina"
marshra01,Rawle Marshall,2006,2007,G-F,6-9,190,"February 20, 1982","Oakland University"
marshto01,Tom Marshall,1955,1959,F-G,6-4,215,"January 6, 1931","Western Kentucky University"
marshve01,Vester Marshall,1974,1974,F,6-7,200,"December 22, 1948","University of Oklahoma"
martibi01,Bill Martin,1986,1988,F,6-7,205,"August 16, 1962","Georgetown University"
martibo01,Bob Martin,1994,1995,C,7-0,250,"October 7, 1969","University of Minnesota"
martibr01,Brian Martin,1986,1986,F,6-9,212,"August 18, 1962","University of Kansas"
martica01,Cartier Martin,2009,2014,F,6-7,220,"November 20, 1984","Kansas State University"
marticu01,Cuonzo Martin,1996,1997,G-F,6-5,213,"September 23, 1971","Purdue University"
martida01,Darrick Martin,1995,2008,G,5-11,170,"March 6, 1971","University of California, Los Angeles"
martidi01,Dino Martin,1947,1948,G,5-8,160,"May 25, 1920","Georgetown University"
martido01,Don Martin,1947,1949,C-F,6-7,210,"February 7, 1920","Central Missouri State University"
martife01,Fernando Martin,1987,1987,C,6-9,220,"March 25, 1962",""
martije01,Jeff Martin,1990,1991,G,6-5,195,"January 14, 1967","Murray State University"
martike01,Kenyon Martin,2001,2014,F,6-9,234,"December 30, 1977","University of Cincinnati"
martike02,Kevin Martin,2005,2014,G,6-7,185,"February 1, 1983","Western Carolina University"
martila01,LaRue Martin,1973,1976,C,6-11,208,"March 30, 1950","Loyola University of Chicago"
martima01,Maurice Martin,1987,1988,F-G,6-6,200,"July 2, 1964","Saint Joseph's University"
martiph01,Phil Martin,1955,1955,G,6-3,190,"April 2, 1928","University of Toledo"
martisl01,Slater Martin,1950,1960,G,5-10,170,"October 22, 1925","University of Texas at Austin"
martiwh01,Whitey Martin,1962,1962,G,6-2,185,"April 11, 1939","St. Bonaventure University"
mashbja01,Jamal Mashburn,1994,2004,F,6-8,240,"November 29, 1972","University of Kentucky"
masinal01,Al Masino,1953,1954,G,5-10,174,"February 5, 1928","Canisius College"
masonan01,Anthony Mason,1990,2003,F,6-7,250,"December 14, 1966","Tennessee State University"
masonde01,Desmond Mason,2001,2010,F,6-7,224,"October 11, 1977","Oklahoma State University"
masonro01,Roger Mason,2003,2014,G,6-5,200,"September 10, 1980","University of Virginia"
masseto01,Tony Massenburg,1991,2005,F,6-9,220,"July 31, 1967","University of Maryland"
masted01,Eddie Mast,1971,1973,F-C,6-9,220,"October 3, 1948","Temple University"
mathijo01,Johnny Mathis,1968,1968,F,6-6,220,"July 14, 1943","Savannah State University"
matthwe01,Wes Matthews,1981,1990,G,6-1,170,"August 24, 1959","University of Wisconsin"
matthwe02,Wesley Matthews,2010,2014,G,6-5,220,"October 14, 1986","Marquette University"
maughar01,Ariel Maughan,1947,1951,F,6-4,190,"April 26, 1923","Utah State University"
maxeyma01,Marlon Maxey,1993,1994,F,6-8,250,"February 19, 1969","University of Texas at El Paso"
maxieja01,Jason Maxiell,2006,2014,F,6-7,260,"February 18, 1983","University of Cincinnati"
maxwece01,Cedric Maxwell,1978,1988,F,6-8,205,"November 21, 1955","University of North Carolina at Charlotte"
maxweve01,Vernon Maxwell,1989,2001,G,6-4,180,"September 12, 1965","University of Florida"
maydo01,Don May,1969,1975,F,6-4,200,"January 3, 1946","University of Dayton"
maysc01,Scott May,1977,1983,F,6-7,215,"March 19, 1954","Indiana University"
mayse01,Sean May,2006,2010,F,6-9,266,"April 4, 1984","University of North Carolina"
maybele01,Lee Mayberry,1993,1999,G,6-1,172,"June 12, 1970","University of Arkansas"
mayescl01,Clyde Mayes,1976,1977,F,6-8,225,"March 17, 1953","Furman University"
mayesth01,Tharon Mayes,1992,1992,G,6-3,175,"September 9, 1968","Florida State University"
mayfibi01,Bill Mayfield,1981,1981,F,6-7,205,"October 17, 1957","University of Iowa"
mayfike01,Ken Mayfield,1976,1976,G,6-2,185,"May 11, 1948","Tuskegee University"
maynoer01,Eric Maynor,2010,2014,G,6-3,175,"June 11, 1987","Virginia Commonwealth University"
mayooj01,O.J. Mayo,2009,2014,G,6-4,210,"November 5, 1987","University of Southern California"
maystr01,Travis Mays,1991,1993,G,6-2,190,"June 19, 1968","University of Texas at Austin"
mazzama01,Matt Mazza,1950,1950,F,6-3,210,"September 23, 1923","Michigan State University"
mbahalu01,Luc Mbah a Moute,2009,2014,F,6-8,230,"September 9, 1986","University of California, Los Angeles"
mcadobo01,Bob McAdoo,1973,1986,C-F,6-9,210,"September 25, 1951","University of North Carolina"
mcbrike01,Ken McBride,1955,1955,G-F,6-3,190,"","University of Maryland Eastern Shore"
mccalra01,Ray McCallum,2014,2014,G,6-3,190,"June 12, 1991",""
mccanbo01,Bob McCann,1990,1998,F,6-6,244,"April 22, 1964","Morehead State University"
mccanbr01,Brendan McCann,1958,1960,G,6-2,178,"July 5, 1935","St. Bonaventure University"
mccanme01,Mel McCants,1990,1990,F,6-8,240,"August 19, 1967","Purdue University"
mccanra01,Rashad McCants,2006,2009,G,6-4,207,"September 25, 1984","University of North Carolina"
mccarmi01,Mike McCarron,1947,1950,G,5-11,180,"March 2, 1922","Seton Hall University"
mccaran01,Andre McCarter,1977,1981,G,6-3,190,"August 25, 1953","University of California, Los Angeles"
mccarwi01,Willie McCarter,1970,1972,G,6-3,175,"July 26, 1946","Drake University"
mccarjo01,Johnny McCarthy,1957,1964,G,6-1,185,"April 25, 1934","Canisius College"
mccarho01,Howie McCarty,1947,1947,F-G,6-2,190,"","Wayne State University"
mccarke01,Kelly McCarty,1999,1999,G-F,6-7,200,"August 24, 1975","University of Southern Mississippi"
mccarwa01,Walter McCarty,1997,2006,F,6-10,230,"February 1, 1974","University of Kentucky"
mccasam01,Amal McCaskill,1997,2004,F-C,6-11,235,"October 28, 1973","Marquette University"
mccladw01,Dwayne McClain,1986,1986,G,6-6,185,"February 7, 1963","Villanova University"
mcclate01,Ted McClain,1972,1979,G,6-1,180,"August 30, 1946","Tennessee State University"
mcclida01,Dan McClintock,2001,2001,C,7-0,270,"April 19, 1977","Northern Arizona University"
mccloja01,Jack McCloskey,1953,1953,G,6-2,190,"September 19, 1925","University of Pennsylvania"
mccloge01,George McCloud,1990,2002,G-F,6-6,205,"May 27, 1967","Florida State University"
mcconjo01,John McConathy,1952,1952,F,6-5,195,"April 9, 1930","Northwestern State University"
mcconbu01,Bucky McConnell,1953,1953,G,5-10,170,"July 1, 1928","Marshall University"
mccorke01,Keith McCord,1981,1981,G,6-7,210,"June 22, 1957","University of Alabama at Birmingham"
mccorti01,Tim McCormick,1985,1992,C,6-11,240,"March 10, 1962","University of Michigan"
mccoyje01,Jelani McCoy,1999,2008,C,6-10,245,"December 6, 1977","University of California, Los Angeles"
mccrapa01,Paul McCracken,1973,1977,G,6-4,180,"September 11, 1950","California State University, Northridge"
mccrach01,Chris McCray,2007,2007,G,6-5,192,"May 27, 1984","University of Maryland"
mccraro01,Rodney McCray,1984,1993,F-G,6-7,220,"August 29, 1961","University of Louisville"
mccrasc01,Scooter McCray,1984,1987,F-G,6-9,215,"February 8, 1960","University of Louisville"
mcculjo01,John McCullough,1982,1982,G,6-4,190,"October 5, 1956","University of Oklahoma"
mcdancl01,Clint McDaniel,1996,1996,G,6-4,180,"February 26, 1972","University of Arkansas"
mcdanxa01,Xavier McDaniel,1986,1998,F,6-7,205,"June 4, 1963","Wichita State University"
mcdanji01,Jim McDaniels,1972,1978,C-F,6-11,228,"April 2, 1948","Western Kentucky University"
mcdonbe01,Ben McDonald,1986,1989,F,6-8,210,"July 20, 1962","University of California, Irvine"
mcdongl01,Glenn McDonald,1975,1977,F-G,6-6,190,"March 18, 1952","California State University, Long Beach"
mcdonmi01,Michael McDonald,1998,1998,C,6-10,232,"February 13, 1969","University of New Orleans"
mcdonro01,Roderick McDonald,1971,1973,F,6-6,205,"April 9, 1945","Whitworth"
mcdowha01,Hank McDowell,1982,1987,F-C,6-9,215,"November 13, 1959","University of Memphis"
mcdyean01,Antonio McDyess,1996,2011,F-C,6-9,220,"September 7, 1974","University of Alabama"
mcelrji01,Jim McElroy,1976,1982,G,6-3,190,"October 4, 1953","Central Michigan University"
mcfarpa01,Patrick McFarland,1974,1976,F-G,6-5,185,"December 7, 1951","Saint Joseph's University"
mcfariv01,Ivan McFarlin,2007,2007,F,6-8,240,"April 26, 1982","Oklahoma State University"
mcgahme01,Mel McGaha,1949,1949,G,6-1,190,"September 26, 1926","University of Arkansas"
mcgeeja01,JaVale McGee,2009,2014,C,7-0,237,"January 19, 1988","University of Nevada, Reno"
mcgeemi01,Mike McGee,1982,1990,G-F,6-5,190,"July 29, 1959","University of Michigan"
mcgilbi01,Bill McGill,1963,1970,C-F,6-9,225,"September 16, 1939","University of Utah"
mcginge01,George McGinnis,1972,1982,F-C,6-8,235,"August 12, 1950","Indiana University"
mcglojo01,Jon McGlocklin,1966,1976,G-F,6-5,205,"June 10, 1943","Indiana University"
mcgratr01,Tracy McGrady,1998,2012,F,6-8,210,"May 24, 1979",""
mcgregi01,Gil McGregor,1972,1972,F,6-8,240,"June 14, 1949","Wake Forest University"
mcgriel01,Elton McGriff,1968,1969,C,6-9,225,"August 21, 1942","Creighton University"
mcguial01,Alfred McGuire,1952,1955,G-F,6-2,180,"September 7, 1928","St. John's University"
mcguial02,Allie McGuire,1974,1974,G,6-3,175,"July 10, 1951","Marquette University"
mcguidi01,Dick McGuire,1950,1960,G,6-0,180,"January 25, 1926","St. John's University"
mcguido01,Dominic McGuire,2008,2013,F,6-9,220,"October 20, 1985","California State University, Fresno"
mchalke01,Kevin McHale,1981,1993,F-C,6-10,210,"December 19, 1957","University of Minnesota"
mcharma01,Maurice McHartley,1968,1970,G-F,6-3,185,"August 1, 1942","North Carolina Agricultural and Technical State University"
mcilvji01,Jim McIlvaine,1995,2001,C,7-1,240,"July 30, 1972","Marquette University"
mcinnje01,Jeff McInnis,1997,2008,G,6-4,190,"October 22, 1974","University of North Carolina"
mcintke01,Kenny McIntosh,1972,1975,F,6-7,225,"January 21, 1949","Eastern Michigan University"
mcintbo01,Bob McIntyre,1968,1970,F,6-6,215,"January 23, 1944","St. John's University"
mckeeje01,Jerry McKee,1970,1970,G,6-3,190,"August 4, 1946","Ohio University"
mckenke01,Kevin McKenna,1982,1988,G-F,6-5,195,"January 8, 1959","Creighton University"
mckenfo01,Forrest McKenzie,1987,1987,F,6-7,200,"February 16, 1963","Loyola Marymount University"
mckenst01,Stan McKenzie,1968,1974,F-G,6-5,195,"October 6, 1944","New York University"
mckeyde01,Derrick McKey,1988,2002,F-C,6-9,205,"October 10, 1966","University of Alabama"
mckieaa01,Aaron McKie,1995,2007,G,6-5,209,"October 2, 1972","Temple University"
mckinbi01,Billy McKinney,1979,1986,G,6-0,160,"June 5, 1955","Northwestern University"
mckinbo01,Bones McKinney,1947,1952,F-C,6-6,185,"January 1, 1919","University of North Carolina"
mckinca01,Carlton McKinney,1990,1992,G,6-4,190,"October 21, 1964","Southern Methodist University"
mclembe01,Ben McLemore,2014,2014,G,6-5,195,"February 11, 1993","University of Kansas"
mclemmc01,McCoy McLemore,1965,1972,F-C,6-7,230,"April 3, 1942","Drake University"
mcleoge01,George McLeod,1953,1953,F,6-5,200,"January 3, 1931","Texas Christian University"
mcleoke01,Keith McLeod,2004,2007,G,6-2,188,"November 5, 1979","Bowling Green State University"
mcleoro01,Roshown McLeod,1999,2001,F,6-8,221,"November 17, 1975","Duke University"
mcmahja01,Jack McMahon,1953,1960,G,6-1,185,"December 3, 1928","St. John's University"
mcmilna01,Nate McMillan,1987,1998,G-F,6-5,195,"August 3, 1964","North Carolina State University"
mcmilto01,Tom McMillen,1976,1986,F-C,6-11,215,"May 26, 1952","University of Maryland"
mcmilji01,Jim McMillian,1971,1979,F,6-5,215,"March 11, 1948","Columbia University"
mcmilsh01,Shellie McMillon,1959,1962,F,6-5,205,"March 11, 1936","Bradley University"
mcmulma01,Mal McMullen,1950,1951,F-C,6-5,210,"August 23, 1927","Xavier University"
mcnabch01,Chet McNabb,1948,1948,F,6-2,200,"September 19, 1920","Arizona State University"
mcnamma01,Mark McNamara,1983,1991,C-F,6-11,235,"June 8, 1959","University of California"
mcnamjo01,Joe McNamee,1951,1952,F-C,6-6,210,"September 24, 1926","University of San Francisco"
mcneach01,Chris McNealy,1986,1988,F,6-7,210,"July 15, 1961","San Jose State University"
mcneibo01,Bob McNeill,1961,1962,G,6-1,170,"October 22, 1938","Saint Joseph's University"
mcneila01,Larry McNeill,1974,1979,F-C,6-9,195,"January 31, 1951","Marquette University"
mcnulca01,Carl McNulty,1955,1955,G,6-3,185,"February 14, 1930","Purdue University"
mcphepa01,Paul McPherson,2001,2001,G,6-4,210,"July 3, 1978","DePaul University"
mcpipro01,Roy McPipe,1975,1975,G,6-3,205,"May 5, 1950","Montana State University, Billings"
mcqueco01,Cozell McQueen,1987,1987,F,6-11,235,"January 18, 1962","North Carolina State University"
mcreyth01,Thales McReynolds,1966,1966,G,6-3,185,"June 8, 1943","Miles College"
mcrobjo01,Josh McRoberts,2008,2014,F,6-10,240,"February 28, 1987","Duke University"
mcwiler01,Eric McWilliams,1973,1973,F,6-8,200,"April 18, 1950","California State University, Long Beach"
mearnge01,George Mearns,1947,1948,F,6-3,175,"April 18, 1922","University of Rhode Island"
medvest01,Stanislav Medvedenko,2001,2007,F,6-10,250,"April 4, 1979",""
meeda01,Darnell Mee,1994,1995,G,6-5,175,"February 11, 1971","Western Kentucky University"
meeksjo01,Jodie Meeks,2010,2014,G,6-4,208,"August 21, 1987","University of Kentucky"
meelycl01,Cliff Meely,1972,1976,F-C,6-8,215,"July 10, 1947","University of Colorado"
meentsc01,Scott Meents,1990,1991,F,6-10,225,"January 4, 1964","University of Illinois at Urbana-Champaign"
mehendi01,Dick Mehen,1950,1952,F-C,6-5,195,"May 20, 1922","University of Tennessee"
meinemo01,Monk Meineke,1953,1958,F-C,6-7,208,"October 30, 1930","University of Dayton"
meinhca01,Carl Meinhold,1948,1949,G-F,6-2,185,"March 29, 1926","Long Island University"
mekelga01,Gal Mekel,2014,2014,G,6-3,191,"March 4, 1988","Wichita State University"
melchbi01,Bill Melchionni,1967,1976,G,6-1,165,"October 19, 1944","Villanova University"
melchga01,Gary Melchionni,1974,1975,G,6-2,185,"January 19, 1951","Duke University"
melofa01,Fab Melo,2013,2013,C,7-0,255,"June 20, 1990","Syracuse University"
melvied01,Ed Melvin,1947,1947,G,5-9,170,"February 13, 1916","Duquesne University"
meminde01,Dean Meminger,1972,1977,G,6-0,175,"May 13, 1948","Marquette University"
mencech01,Chuck Mencel,1956,1957,G,6-0,168,"April 21, 1933","University of Minnesota"
mengejo01,John Mengelt,1972,1981,G,6-2,195,"October 16, 1949","Auburn University"
menkeke01,Ken Menke,1950,1950,G,6-0,168,"October 2, 1922","University of Illinois at Urbana-Champaign"
mensapo01,Pops Mensah-Bonsu,2007,2011,F,6-9,240,"September 7, 1983","George Washington University"
menyade01,Dewitt Menyard,1968,1968,C,6-10,210,"May 24, 1944","University of Utah"
mercero01,Ron Mercer,1998,2005,G-F,6-7,210,"May 18, 1976","University of Kentucky"
meriwjo01,Joe Meriweather,1976,1985,C-F,6-10,215,"October 26, 1953","Southern Illinois University"
meriwpo01,Porter Meriwether,1963,1963,G,6-2,180,"March 16, 1940","Tennessee State University"
meschto01,Tom Meschery,1962,1971,F,6-6,215,"October 26, 1938","Saint Mary's College of California"
meyerbi01,Bill Meyer,1968,1968,G,6-3,195,"August 30, 1943","Hiram College"
meyerlo01,Loren Meyer,1996,1999,C,6-10,257,"December 30, 1972","Iowa State University"
meyerda01,Dave Meyers,1976,1980,F-C,6-8,215,"April 21, 1953","University of California, Los Angeles"
miasest01,Stan Miasek,1947,1953,C-F,6-5,210,"August 8, 1924",""
michela01,Larry Micheaux,1984,1985,F,6-9,220,"March 24, 1960","University of Houston"
middlkh01,Khris Middleton,2013,2014,F,6-7,215,"August 12, 1991","Texas A&amp;M University"
mihalre01,Red Mihalik,1947,1947,G,6-0,180,"September 22, 1916",""
mihmch01,Chris Mihm,2001,2009,C,7-0,265,"July 16, 1979","University of Texas at Austin"
mikaned01,Ed Mikan,1949,1954,C-F,6-8,230,"October 20, 1925","DePaul University"
mikange01,George Mikan,1949,1956,C,6-10,245,"June 18, 1924","DePaul University"
mikanla01,Larry Mikan,1971,1971,F,6-7,210,"April 8, 1948","University of Minnesota"
mikkeve01,Vern Mikkelsen,1950,1959,F-C,6-7,230,"October 21, 1928","Hamline University"
miksial01,Al Miksis,1950,1950,C,6-7,210,"February 2, 1928","Western Illinois University"
milesaa01,Aaron Miles,2006,2006,G,6-1,175,"April 13, 1983","University of Kansas"
milescj01,C.J. Miles,2006,2014,G,6-6,210,"April 18, 1987",""
milesda01,Darius Miles,2001,2009,F,6-9,210,"October 9, 1981",""
milesed01,Eddie Miles,1964,1972,G-F,6-4,195,"July 5, 1940","Seattle University"
milicma01,Marko Milic,1998,1999,G-F,6-6,235,"May 7, 1977",""
milicda01,Darko Milicic,2004,2013,F-C,7-0,250,"June 20, 1985",""
militna01,Nat Militzok,1947,1947,F,6-3,195,"May 3, 1923","Cornell University"
millean02,Andre Miller,2000,2014,G,6-2,200,"March 19, 1976","University of Utah"
millean01,Anthony Miller,1995,2005,F,6-9,225,"October 22, 1971","Michigan State University"
millebi01,Bill Miller,1949,1949,F,6-3,190,"November 24, 1924","University of North Carolina"
millebo01,Bob Miller,1984,1984,F,6-10,230,"July 9, 1956","University of Cincinnati"
millebr01,Brad Miller,1999,2012,C,6-11,244,"April 12, 1976","Purdue University"
milleda01,Darius Miller,2013,2014,F,6-8,235,"March 21, 1990","University of Kentucky"
milledi01,Dick Miller,1981,1981,F,6-6,215,"April 26, 1958","University of Toledo"
milleed01,Eddie Miller,1953,1954,C-F,6-8,225,"June 18, 1931","Syracuse University"
milleha01,Harry Miller,1947,1947,C-F,6-4,230,"July 28, 1923","University of North Carolina"
milleja01,Jay Miller,1968,1971,F,6-5,205,"July 19, 1943","University of Notre Dame"
millela01,Larry Miller,1969,1975,G-F,6-4,190,"April 4, 1946","University of North Carolina"
millemi01,Mike Miller,2001,2014,F,6-8,218,"February 19, 1980","University of Florida"
milleol01,Oliver Miller,1993,2004,C,6-9,280,"April 6, 1970","University of Arkansas"
millequ01,Quincy Miller,2013,2014,F,6-9,210,"November 18, 1992","Baylor University"
millere01,Reggie Miller,1988,2005,G-F,6-7,185,"August 24, 1965","University of California, Los Angeles"
millewa01,Walt Miller,1947,1947,F,6-2,190,"July 30, 1915","Duquesne University"
millsch01,Chris Mills,1994,2003,F,6-6,215,"January 25, 1970","University of Arizona"
millsjo01,John Mills,1947,1947,C-F,6-8,203,"September 7, 1919","Western Kentucky University"
millspa02,Patrick Mills,2010,2014,G,6-0,185,"August 11, 1988","Saint Mary's College of California"
millste01,Terry Mills,1991,2001,F,6-10,230,"December 21, 1967","University of Michigan"
millspa01,Paul Millsap,2007,2014,F,6-8,245,"February 10, 1985","Louisiana Tech University"
minerha01,Harold Miner,1993,1996,G,6-5,210,"May 5, 1971","University of Southern California"
mingya01,Yao Ming,2003,2011,C,7-6,310,"September 12, 1980",""
minnidi01,Dirk Minniefield,1986,1988,G,6-3,180,"January 17, 1961","University of Kentucky"
minorda01,Dave Minor,1952,1953,G-F,6-2,185,"February 24, 1922","University of California, Los Angeles"
minorgr01,Greg Minor,1995,1999,G-F,6-6,210,"September 18, 1971","University of Louisville"
minorma01,Mark Minor,1973,1973,F,6-6,215,"May 14, 1950","Ohio State University"
misakwa01,Wat Misaka,1948,1948,G,5-7,150,"December 21, 1923","University of Utah"
miskija01,Jason Miskiri,2000,2000,G,6-2,175,"August 19, 1975","George Mason University"
mitchle01,Leland Mitchell,1968,1968,G,6-4,210,"February 22, 1941","Mississippi State University"
mitchmi01,Mike Mitchell,1979,1988,F,6-7,215,"January 1, 1956","Auburn University"
mitchmu01,Murray Mitchell,1950,1950,C,6-6,,"March 19, 1923","Sam Houston State University"
mitchsa01,Sam Mitchell,1990,2002,F,6-6,210,"September 2, 1963","Mercer University"
mitchto01,Todd Mitchell,1989,1989,F,6-7,205,"July 26, 1966","Purdue University"
mitchto02,Tony Mitchell,2014,2014,F,6-8,235,"April 7, 1992","North Texas State University"
mixst01,Steve Mix,1970,1983,F,6-7,215,"December 30, 1947","University of Toledo"
mlkvybi01,Bill Mlkvy,1953,1953,F,6-4,190,"January 19, 1931","Temple University"
moblecu01,Cuttino Mobley,1999,2009,G,6-4,190,"September 1, 1975","University of Rhode Island"
mobleer01,Eric Mobley,1995,1997,C,6-11,235,"February 1, 1970","University of Pittsburgh"
moedo01,Doug Moe,1968,1972,F-G,6-5,215,"September 21, 1938","University of North Carolina"
moffela01,Larry Moffett,1978,1978,F,6-8,210,"November 5, 1954","University of Nevada, Las Vegas"
mogusle01,Leo Mogus,1947,1951,F-C,6-4,190,"April 13, 1921","Youngstown State University"
mohamna01,Nazr Mohammed,1999,2014,C,6-10,221,"September 5, 1977","University of Kentucky"
moisoje01,Jerome Moiso,2001,2005,F,6-10,235,"June 15, 1978","University of California, Los Angeles"
mokespa01,Paul Mokeski,1980,1991,C-F,7-0,250,"January 3, 1957","University of Kansas"
molinja01,Jack Molinas,1954,1954,F,6-6,200,"October 31, 1931","Columbia University"
moliswa01,Wayne Molis,1967,1968,F,6-8,230,"April 17, 1943","Lewis University"
moncrsi01,Sidney Moncrief,1980,1991,G,6-3,180,"September 21, 1957","University of Arkansas"
moneyer01,Eric Money,1975,1980,G,6-0,170,"February 6, 1955","University of Arizona"
moniase01,Sergei Monia,2006,2006,F,6-8,220,"April 15, 1983",""
monroea01,Earl Monroe,1968,1980,G,6-3,185,"November 21, 1944","Winston-Salem State University"
monrogr01,Greg Monroe,2011,2014,F-C,6-11,253,"June 4, 1990","Georgetown University"
monroro01,Rodney Monroe,1992,1992,G-F,6-3,185,"April 16, 1968","North Carolina State University"
